"X","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"15047",15047,577,125,-41.9,166,18,0.1,0.11,-0.18,49,44,-160,157,605,-308,-31.9,-58,3.36,20,1.62,-0.83,1,119,-117,-110,761,-13,42,63.98154953,-23.77664225,-87.39186692,19,-0.02,-0.08,-0.07,-43,109,-140,-519,344,37,0,0,0,54,1,2.04,0.89,-225,478,-35,-589,683,586,"D"
"385",385,55,125,25.8,-1.59,20,-0.37,-0.03,-0.43,-40,70,-175,2,583,-384,143,-17.7,21.4,38,-2.3,0.45,0.23,369,-9,63,718,100,136,-1.05752529,31.16994285,125.890539,10,0.16,-0.26,0.39,29,-1,90,524,-535,-64,-113,66.6,-89.3,31,0.51,-2.15,-0.57,-231,89,-181,-614,-73,326,"A"
"46",46,13,1.29,7.81,-94.2,3,-0.02,0.02,0,-19,4,19,1,602,-309,-130,19.7,-162,34,0,-0.02,-0.02,-289,111,-120,-366,341,508,13.29883416,-70.28683115,-85.01527601,37,0,-0.02,0,-234,48,-272,-559,291,-68,26,-63.9,-150,36,0.02,-0.02,-0.02,192,202,-216,-12,652,464,"A"
"5432",5432,820,1.34,5.27,-87.4,3,0.03,0.02,-0.02,-8,2,30,60,580,-406,43.7,18.1,42.4,16,0.87,-0.21,0.41,-19,152,-37,396,-38,551,13.47703507,-56.74115094,98.36448673,39,0,-0.02,0.02,-204,51,316,-425,225,314,-131,-63.1,67.9,36,-0.21,-0.22,0.38,-65,278,211,-430,931,-308,"A"
"13534",13534,139,119,16.6,1.03,18,0.08,0.1,-0.2,-26,64,-161,19,612,-333,-70.2,-32.7,15.4,27,1.53,-0.82,0.9,139,-142,-172,712,-69,-134,48.9074671,13.46376116,106.030157,2,-0.03,0.11,0.05,2,7,13,-405,477,-57,-86.2,20.2,-151,52,-0.08,0.58,-0.23,-424,-275,-1,-408,-381,147,"D"
"10562",10562,382,1.41,6.1,-93.1,3,-0.11,0.02,-0.03,-19,5,16,-1,595,-317,82.1,27.6,91.7,31,1.24,-0.56,0.41,-266,134,-51,-269,328,562,-145.0511279,-5.368927481,-10.75340967,4,-0.02,-0.05,-0.1,-2,-37,-4,-586,214,3,148,29.3,131,43,0.05,-3.29,-0.23,-65,359,-218,-569,565,441,"C"
"5209",5209,794,0.37,5.13,-88.1,5,0.03,0,-0.02,-14,-1,46,45,631,-307,0,0,0,38,0,-0.06,-0.05,-281,156,-192,-425,460,349,56.53011835,-49.4560038,-77.31670585,30,0.34,0.18,-0.36,-140,158,-206,-522,337,54,53.1,-55.1,166,33,0.21,0.05,0.11,235,125,-184,135,544,656,"A"
"17510",17510,172,130,7.54,44.4,18,0.08,0.1,-0.2,-14,60,-164,73,590,-365,-71.1,-17.1,9.9,25,2.28,-1.38,0.98,112,-151,-153,724,-102,-104,-90.73222628,-19.60038711,-62.39603607,12,0.18,0.77,-0.79,-22,-89,-66,-440,432,10,-74.4,-4.23,175,52,-0.34,1.49,-0.11,-412,-295,-14,-381,-430,46,"E"
"18873",18873,604,140,-35,128,16,-0.05,0.19,-0.18,38,31,-149,180,599,-314,-8.34,39.4,-88,29,0.31,-0.27,0.77,-278,-33,-66,-338,386,504,41.99461315,-33.48241706,-101.9667562,17,0.26,-0.08,0.07,-54,67,-140,-582,220,26,0,0,0,38,1.01,1.08,0.52,-364,83,14,-558,-167,339,"E"
"17327",17327,164,131,9.41,57.9,18,0.22,0.13,-0.56,-19,67,-158,25,611,-302,-72,-24.7,37.1,36,0.4,-0.61,0.8,143,-191,-265,597,-212,-318,97.63319418,31.58959616,-48.47671336,2,0.11,-0.03,-0.07,6,16,-9,-274,547,2,-72.2,4.72,-173,48,0.24,-1.54,-0.69,-412,-230,-8,-474,-314,104,"E"
"16856",16856,145,126,16,-0.41,20,-0.11,0.21,0.43,-16,48,-194,38,559,-403,-39.5,-1.79,-61.7,15,-0.22,-0.37,0.98,-94,-57,99,262,171,594,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,79.1,62.7,32.2,36,-0.02,-0.26,-0.05,-317,140,56,-594,645,603,"E"
"10685",10685,456,1.05,4.18,-87.8,4,-0.02,0,0,-14,2,41,47,628,-293,0,0,0,27,4.17,-2.46,1.15,-129,225,43,514,221,393,53.12184378,-52.29629446,-77.93208626,29,0.34,0.13,-0.36,-140,142,-197,-536,246,134,155,3.03,99.3,39,0.58,-2.73,-0.36,190,301,-141,-188,774,784,"C"
"12025",12025,718,118,13.7,-1.25,17,0.1,0.11,-0.16,-19,59,-159,26,601,-332,-82.6,-24.9,48.9,38,1.28,-0.95,0.79,112,-181,-300,491,-182,-411,-103.1157409,-38.92052626,35.3791858,6,0.03,0.39,-0.05,-23,-52,21,-451,415,15,29.3,-1.63,-57.1,7,-0.06,0.74,0.25,10,68,13,3,661,528,"C"
"18108",18108,504,-0.04,0.77,-85.4,5,0,-0.42,-0.62,-16,-38,25,57,620,-346,0,0,0,14,0.06,-0.06,-0.11,-24,133,-26,399,180,522,43.49544613,-49.2893313,-88.45995185,30,0.18,0,0.11,-137,122,-224,-573,219,89,152,22.7,149,29,-1.49,5.23,0.66,-132,208,-146,-677,434,814,"E"
"17026",17026,152,132,9.1,53.2,18,0.1,0.03,-0.34,-19,58,-164,29,616,-324,-40.2,-7.08,-53.2,12,-0.85,-0.16,0.89,-58,-58,80,384,160,555,-84.27875014,-69.75447634,-17.44889111,6,0.08,0.06,-0.18,-37,-43,-10,-406,457,-41,-64.2,8.55,-139,48,0.47,-2.23,-0.31,-407,-236,-18,-467,-330,81,"E"
"882",882,183,129,-39.5,161,18,0.14,0.1,-0.18,45,45,-166,172,600,-346,-139,67.3,177,29,0.21,-0.56,0.92,-278,-34,-51,-344,365,518,40.48638528,-27.16324125,-107.4022913,18,0.14,0.03,-0.15,-47,69,-154,-585,235,11,0,0,0,13,0.67,0.74,0.79,73,96,30,656,-175,75,"A"
"8134",8134,693,115,18.2,-7.27,17,0.05,0.11,-0.16,-21,63,-156,14,607,-317,-24,-0.15,-45.6,7,1.91,-1.3,0.92,-55,-23,36,425,220,464,13.1531917,-2.914923449,143.6036516,7,0.03,0.13,-0.03,-2,9,68,-485,399,-59,38.5,11.8,-67.1,10,0.06,0,0,-71,69,-5,-148,734,545,"B"
"5140",5140,775,109,25.9,-17,17,0.14,0.11,-0.18,-22,64,-155,18,611,-313,-155,-71.9,22.7,32,0.34,-0.43,0.69,-298,-43,-78,-404,289,509,-88.68593339,-30.9413555,58.67247826,4,-0.03,0.24,0.03,-11,-28,20,-555,287,-151,-3.27,-3.61,-82.5,1,-0.05,0.1,-0.11,6,-1,-6,75,602,461,"A"
"1296",1296,202,121,-43.7,173,17,0.08,0.11,-0.2,48,44,-158,162,615,-295,11.5,17.2,-28.2,5,2.14,-1.01,0.92,-2,-41,30,550,99,414,54.99182688,-31.61654485,-91.71132267,15,0.11,0.1,-0.15,-47,79,-120,-544,296,67,0,0,0,43,0.85,1.11,0.61,-29,422,-19,-187,785,586,"A"
"4418",4418,663,112,23.3,-15.3,17,0.19,0.11,-0.11,-20,62,-153,23,602,-323,-97,-68.7,-55,32,0.34,-0.47,0.71,-299,-47,-79,-426,278,508,-55.91252913,-25.39852789,94.35153474,4,-0.08,0.16,0,-9,-19,29,-532,327,-135,10.5,17.4,-106,22,0,0.05,-0.03,-193,104,4,-400,744,551,"A"
"12052",12052,719,119,13.8,-1.27,17,0.1,0.11,-0.11,-16,58,-160,26,596,-336,-41.1,13.5,-86.6,24,1.53,-1.14,0.95,-237,-23,10,-98,277,612,-106.1056648,-45.16334411,21.99879774,6,-0.08,0.37,0.07,-26,-52,13,-451,420,-10,-44,20.1,179,39,0.98,-3.21,-0.02,-370,-112,8,-620,-36,333,"C"
"2888",2888,334,1.4,7.47,-93.6,3,-0.03,-0.02,-0.02,-20,4,22,1,601,-306,-146,0.85,-176,33,-0.08,-0.02,-0.08,-282,105,-115,-339,329,531,-37.03710885,5.173183989,119.6480073,2,0.02,-0.11,-0.07,1,-7,18,-552,298,-42,44.3,6.92,154,31,0.02,-2.62,-0.38,-146,184,-187,-692,309,554,"A"
"12315",12315,730,120,14.5,2.94,18,0.11,0.11,-0.18,-17,59,-165,29,595,-345,-38.2,15,-64.5,19,1.7,-0.72,0.48,-159,-64,60,96,182,647,-109.8713122,-46.15220732,9.226425053,7,-0.02,0.27,0.07,-29,-58,6,-455,410,-30,-51.1,36.5,-150,47,0.35,-1.01,0.05,-449,-80,15,-671,148,384,"C"
"11262",11262,542,126,-41.6,165,18,0.08,0.11,-0.16,47,44,-160,165,599,-317,-139,-74.5,137,40,-0.9,-0.11,0.46,103,-152,-345,426,-135,-493,35.85795659,-24.3678774,-113.0860007,19,0.37,0.1,-0.54,-44,64,-165,-590,199,27,0,0,0,39,0,3.97,1.72,-319,207,44,-637,83,641,"C"
"6640",6640,354,1.1,6.98,-92.6,3,0.05,0,-0.05,-19,4,24,6,607,-303,101,-56.3,10.5,20,2.07,-1.33,0.67,103,41,-161,768,-93,120,115.6138524,10.18710218,40.0447533,6,0.31,-0.77,-0.05,6,54,23,-536,322,-31,-168,81.9,-121,19,-0.29,3.48,1.1,-128,12,-140,-541,-130,502,"B"
"8069",8069,690,115,18.8,-8.21,18,0.16,0.11,-0.16,-24,64,-159,4,607,-319,-33.8,18.4,-74.3,21,1.43,-0.66,-0.05,-200,-56,32,-24,237,630,15.98530662,-25.28137281,126.9790916,4,-0.14,0.61,0.43,-11,7,42,-490,369,-137,-31.8,35.8,-161,38,-0.05,-1.16,-0.67,-364,-77,43,-687,258,502,"B"
"4716",4716,676,119,16.5,-0.21,18,0.06,0.14,-0.18,-19,62,-160,29,602,-328,-36.5,-23.5,-34.4,7,2.36,-1.28,0.51,13,-68,4,593,133,331,38.99993486,-5.43392825,117.6620135,2,-0.31,0.13,0.18,-1,7,17,-485,375,-188,-4.95,20.1,-126,25,1.01,-2.06,-0.44,-225,78,68,-603,681,797,"A"
"14412",14412,481,1.07,5.32,-87.2,5,0.05,0.02,-0.02,-30,2,40,58,631,-312,0,0,0,35,0.02,-0.05,0.03,-252,168,-152,-281,430,451,55.5321446,-50.34157052,-77.4710798,30,0.39,0.11,-0.33,-140,153,-203,-523,296,100,179,40.6,-154,33,-0.22,1.17,-0.03,-173,-197,-191,-472,-267,285,"D"
"2831",2831,331,1.26,6.35,-93.7,3,-0.06,-0.02,0.02,-17,6,21,-5,602,-307,-144,1.67,-174,34,-0.02,-0.02,-0.02,-287,109,-121,-368,332,531,40.97821638,3.985150111,115.8846682,3,0,-0.16,-0.08,1,10,23,-542,314,-29,1.86,42.7,89.8,29,-0.02,0.96,-0.21,-167,-146,-181,-293,-441,228,"A"
"10275",10275,370,1.13,5.71,-92.6,3,0.1,0,-0.02,-16,5,23,-1,604,-312,78.7,2.77,103,31,2.15,-0.85,0.11,-260,155,-45,-234,366,527,-70.18693031,-27.53160173,79.46365643,3,-0.19,0.24,0.52,-8,-19,21,-583,210,12,147,2.8,102,37,0.06,-0.35,0.08,129,253,-228,-176,727,496,"C"
"17660",17660,303,1.04,3.11,-87.2,3,0.06,0.02,0.03,-10,3,26,43,572,-427,88.7,-28.1,61,20,-4.67,1.78,-1.02,-43,189,24,494,44,470,62.6138123,42.80498679,76.96704246,17,0.06,-0.53,-0.13,68,96,114,-177,365,393,179,11.8,17,43,-0.31,1.51,0.95,275,288,146,342,76,-129,"E"
"1873",1873,227,1.17,4.57,-87.5,3,0.05,0,-0.03,-11,3,25,55,577,-415,109,-51.8,-39.8,35,2.12,-0.45,0.38,170,41,-296,628,-183,-286,104.5598239,43.67521357,27.25425413,5,0.32,-0.82,-0.41,22,45,14,-288,373,325,-149,-7.67,-17.2,23,0.16,-3.02,-0.49,166,-19,146,438,-538,-45,"A"
"4688",4688,675,119,16.6,-0.22,18,0.1,0.13,-0.21,-22,62,-161,27,604,-334,-27.4,0.59,-68.1,14,-1.46,0.39,0.57,-131,-20,51,260,248,551,6.527916052,-19.69695924,136.3020323,3,0.13,0.1,-0.33,-6,2,30,-508,358,-171,-1.93,22.5,-102,29,-0.59,1.61,0.28,-267,76,62,-589,668,718,"A"
"9331",9331,860,0.81,6.01,-92.8,3,-0.05,0,-0.02,-18,1,29,5,609,-300,58.7,-5.09,86,27,-2.86,1.17,-1.02,-218,146,10,55,246,610,129.0555381,16.48164413,22.45504717,9,-0.42,1.36,0.26,14,82,19,-397,468,-29,103,8.34,130,47,0.32,-3.29,-0.74,4,419,-189,-502,687,592,"B"
"112",112,16,1.05,7.43,-94,3,0.02,0,-0.02,-20,3,27,-3,604,-306,-132,16.9,-163,34,0,0,-0.02,-288,109,-122,-365,337,517,12.45048376,-70.20100811,-85.31861742,37,0,-0.02,-0.02,-234,45,-273,-554,292,-61,22.3,-63.5,-146,36,0.02,0,-0.02,193,207,-215,-11,655,468,"A"
"10619",10619,454,0.58,5.91,-88,5,0.03,0,0,-13,2,48,54,637,-298,0,0,0,54,-1.09,1.11,-0.87,86,-61,-523,415,-243,-454,90.74062093,-25.14549523,-59.83572994,30,0.55,0.32,-0.59,-72,228,-163,-150,578,97,158,7.2,92.6,32,-0.02,-0.06,-0.03,191,165,-180,-7,677,735,"C"
"26",26,13,1.55,8.09,-94.4,3,0.02,0,0,-21,3,22,-10,601,-312,-129,20.7,-161,34,-0.02,-0.02,-0.02,-290,108,-123,-366,346,511,12.80059675,-70.31304585,-85.11886321,37,0,-0.02,-0.02,-233,46,-271,-563,294,-72,27,-63.7,-151,36,0.03,0,0,190,203,-216,-16,658,462,"A"
"11399",11399,547,127,-40.8,161,18,0.1,0.11,-0.2,46,45,-160,164,607,-304,-10.5,1.95,-40.9,12,1.78,-0.93,0.92,-88,-43,70,328,133,570,52.14532418,-34.53013581,-92.44713738,16,0.31,0.06,-0.11,-53,78,-125,-555,248,75,0,0,0,36,0.9,0.74,0.08,67,339,-80,99,613,375,"C"
"13217",13217,118,120,25.2,-6.25,19,-0.39,-0.05,-0.41,-44,73,-166,14,596,-353,-4.59,41.7,-31.5,32,-0.67,0,0.1,253,-2,186,404,199,510,-57.73415355,17.9394739,95.91389667,10,0.82,0,-0.56,17,-52,78,443,-596,-90,136,39.7,124,34,0.18,0.03,-0.1,-150,247,-175,-667,516,529,"D"
"8525",8525,710,118,15.5,-3.23,18,0.13,0.11,-0.16,-21,63,-161,15,600,-322,-47.5,31.1,-106,30,1.17,-0.77,1.07,-291,-40,-24,-361,326,535,133.7149987,21.44461171,9.132959692,3,0.18,-0.43,-0.21,7,32,3,-281,561,-52,-54.4,13.1,169,48,0.47,-1.49,-0.28,-427,-189,1,-536,-226,199,"B"
"12651",12651,830,121,25,-5.14,19,-0.39,-0.03,-0.44,-41,69,-165,17,582,-355,128,-48.1,39.6,37,0.34,-0.58,0.02,359,-37,8,709,121,181,-3.9,14.7,141.8,10,0.59,0.02,-0.36,15,-4,101,533,-512,-78,140,-2.72,92.1,35,0.06,0.11,-0.07,77,276,-186,-248,771,607,"C"
"3295",3295,408,0.57,4.39,-88,4,0.06,0,-0.03,-11,7,39,44,636,-292,0,0,0,37,0.03,0.02,-0.11,-275,154,-182,-414,427,410,54.94635334,-50.912623,-77.51005906,29,0.35,0.16,-0.43,-140,150,-201,-518,330,49,53.2,-45.8,160,33,0.02,-0.02,-0.02,229,111,-201,118,560,657,"A"
"3207",3207,346,1.38,7.62,-93,3,0.02,0,-0.03,-18,3,27,9,611,-301,127,-52.3,-40,36,-1.46,0.34,0.41,116,-37,-327,698,-221,-206,24.41657354,8.06697625,131.3131055,1,0,0.02,0,1,3,12,-540,302,-20,-52,76.7,4.82,26,0.74,1.28,0.89,-143,-119,-173,-447,-298,318,"A"
"7201",7201,449,0.91,2.88,-87.3,4,0.08,0.02,0.1,-1,4,35,43,630,-316,0,0,0,27,3.58,-2.02,-0.1,-138,224,-30,221,406,444,68.22970479,-39.85123367,-73.71141845,29,1.19,-0.5,-1.08,-112,182,-194,-439,415,74,158,12.9,162,35,1.59,-5.75,-0.62,62,320,-98,-679,421,701,"B"
"9679",9679,102,122,24.4,-4.96,19,-0.31,-0.05,-0.38,-39,70,-173,17,589,-376,104,-25.1,61.3,27,1.48,-0.8,-0.07,228,12,135,395,272,480,11.16848207,28.76483586,126.1062329,10,0.39,-0.11,-0.08,28,11,94,524,-522,-55,133,9.52,110,37,0.43,-2.06,-0.43,28,317,-166,-426,768,665,"C"
"10376",10376,374,1.22,6.47,-93,2,-0.06,0,-0.03,-17,3,17,3,604,-299,82.6,12.4,114,32,0.18,0,0.48,-273,105,-103,-326,391,515,-132.9896997,-9.41186173,22.10826203,3,0.13,0.05,-0.3,-3,-31,7,-587,213,-7,144,41.8,149,31,-0.24,2.68,0.61,-147,179,-189,-686,337,595,"C"
"5094",5094,772,118,17.3,-1.18,18,0.08,0.13,-0.21,-25,62,-160,25,604,-324,-59.8,-31.3,-7.79,18,1.45,-0.98,0.87,121,-89,-101,728,5,58,0,-13.70661743,143.3730152,3,-0.16,0.14,0.26,-4,0,29,-492,367,-178,-4.84,22.8,-133,31,0.18,-1.48,-0.94,-298,57,32,-626,612,656,"A"
"18289",18289,511,4.39,-3.7,-81.4,3,-0.27,0.13,0.16,-3,14,25,71,577,-388,0,0,0,51,0.59,-0.31,-0.07,170,-32,-466,635,-153,-304,68.57819447,-46.74394721,-68.05478131,25,0.69,-0.4,-0.43,-111,156,-155,-451,386,101,151,15.7,162,25,1.17,-5.35,-0.8,22,175,-166,-684,359,717,"E"
"12405",12405,760,121,14.2,3.21,18,0.21,0.13,-0.11,-19,63,-165,30,593,-343,-48.5,-26.3,-8.83,18,0.32,-0.48,0.75,108,-111,-91,719,-23,141,-107.4901385,-43.96087351,21.44322519,7,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,22.3,41.8,-66.4,24,0.21,-2.31,-0.48,-153,175,15,-464,736,606,"C"
"16335",16335,30,3.07,6.82,-92.8,2,0.05,0.03,0.79,-14,14,-1,14,583,-336,84.8,-57.3,8.35,17,2.26,-1.19,0.49,73,53,-145,758,-118,123,-123.0031302,7.256360693,-33.23335118,6,0.05,-0.8,-0.69,4,-52,-18,-628,103,-84,167,42.6,176,35,0.26,-4.87,-0.75,-84,254,-209,-682,217,470,"E"
"18030",18030,501,5.48,-0.28,-83.1,2,0.22,-0.32,-0.64,-5,4,21,84,596,-384,0,0,0,13,0.29,-0.08,0.03,-11,123,-33,442,159,497,52.50949278,-52.50949278,-78.28045056,30,0.37,0.13,-0.41,-145,145,-204,-531,303,54,169,37.7,-177,23,-1.3,5.52,0.36,-41,125,-185,-649,120,539,"E"
"3692",3692,424,1.01,4.93,-87.9,4,-0.05,0,0,-16,4,35,48,628,-318,0,0,0,26,-1.69,0.55,-0.84,143,62,-199,750,-74,-61,64.86335551,-47.02100253,-71.49553015,30,0.37,0.4,-0.15,-132,176,-191,-489,380,23,74.9,39.3,115,27,1.04,-3.53,-0.33,3,219,-156,-626,614,798,"A"
"606",606,64,123,25.9,-3.65,19,-0.4,-0.03,-0.44,-43,69,-171,2,578,-368,-98.8,64.8,-128,21,-2.83,0.82,-0.03,127,27,154,151,306,581,23.40308476,50.62288976,100.3345852,5,0.72,-0.06,-0.11,23,11,40,533,-522,-166,107,30.4,97.8,35,0.51,-2.17,-0.43,21,315,-140,-449,764,685,"A"
"17311",17311,164,153,5.33,58.6,25,0.18,0.02,-0.74,-19,49,-244,36,482,-505,-31.9,-12.2,-28.3,3,-2.33,1.19,0.57,-10,-30,-10,650,78,287,145.3486302,-8.28553568,-8.28553568,1,0.21,0.85,-0.18,-1,12,-1,-236,566,-15,29.3,31.5,-49.7,22,-0.29,-1.59,-0.59,-113,171,56,-230,772,611,"E"
"1620",1620,216,122,-43.3,172,17,0.14,0.11,-0.15,48,45,-157,168,613,-292,41.3,-19.4,-10.3,12,2.34,-1.17,0.64,75,-56,-68,741,39,123,54.3,-24.5,-96.4,16,0.13,-0.03,-0.08,-39,83,-132,-545,301,27,0,0,0,40,0.69,2.57,1.15,-330,201,25,-666,138,600,"A"
"11995",11995,716,118,13.8,-1.52,18,0.11,0.13,-0.16,-17,62,-160,25,594,-328,-37,21.3,-98.9,27,-1.77,0.4,0.92,-261,7,30,-246,348,567,-109.7514009,-39.34940564,24.90494558,7,0,0.26,0.02,-28,-65,18,-472,399,-4,-50.1,-11.6,131,52,-0.26,0.75,-0.02,-332,-382,-2,-144,-600,1,"C"
"2929",2929,335,1.07,7.52,-93.7,3,-0.02,-0.02,-0.02,-15,4,28,-6,608,-305,13.5,7.35,13.3,35,-1.06,0.16,0.48,151,-23,-302,642,-180,-285,112.6543958,-40.6103613,17.01191643,2,0.02,0.05,-0.02,-7,16,3,-539,322,-54,42.6,-51.5,-150,39,-0.29,1.41,0.41,114,315,-183,-220,742,560,"A"
"5631",5631,71,124,26.2,-0.32,19,-0.34,-0.03,-0.43,-41,66,-169,-1,586,-373,-80,-66,-36.8,30,-3.47,1.01,0.43,274,18,97,633,182,266,10.83595455,38.81931779,116.6183088,9,0.5,-0.11,-0.11,35,10,85,504,-546,-102,114,14.5,82,34,0.34,0.05,0.15,121,269,-162,-251,784,728,"B"
"5126",5126,774,113,22,-13.4,17,0.11,0.13,-0.15,-16,64,-154,20,600,-324,-77.1,-62.5,-82.5,32,0.14,-0.59,0.75,-303,-49,-62,-405,310,499,-37.41167568,-3.322888937,119.506005,3,-0.37,0.03,0.66,-1,-11,28,-536,322,-138,14.2,11.8,-105,20,-0.06,0.14,-0.1,-174,95,-10,-385,753,550,"A"
"12534",12534,786,-0.44,5.54,-88.4,5,0.05,0,0.02,-15,1,48,49,646,-296,0,0,0,35,0.13,-0.21,0.03,-256,169,-160,-342,429,445,84.96179862,-45.22182487,-51.78300869,30,-0.02,1.49,-0.39,-128,220,-145,-359,476,109,133,-8.17,92.9,31,0.05,0,-0.05,168,183,-172,-73,715,801,"C"
"8754",8754,766,115,16.8,-6.75,17,0.13,0.14,-0.11,-21,61,-156,17,602,-315,-62,-23.7,19.4,30,1.96,-1.49,1.2,147,-143,-206,690,-144,-198,48.15014133,4.087406275,108.7263744,7,-0.03,0.13,-0.02,3,34,65,-446,436,-36,25.5,11.8,-84.6,13,0.03,-1.7,-0.31,-71,105,23,-174,755,612,"B"
"1581",1581,215,121,-43.6,172,17,0.11,0.11,-0.18,50,42,-155,167,613,-286,32.8,30.9,-9.17,14,1.86,-1.16,0.57,-126,-2,62,241,261,556,51.21323201,-32.14524828,-94.83076677,16,0.06,0.03,0.11,-49,76,-126,-537,303,27,0,0,0,50,0.67,1.93,1.08,-140,468,16,-450,814,763,"A"
"9828",9828,263,1.19,2.09,-88.5,3,0.05,-0.02,-0.03,-7,3,24,34,567,-420,94.9,12.9,114,32,1.77,-0.29,-0.48,-237,180,-100,-443,317,472,-101.1235205,-30.54491901,-45.27201148,4,0.11,-0.27,-0.2,-11,-31,-16,-525,100,256,176,21.2,-106,28,-0.79,2.39,1.48,-75,-162,208,-156,-562,129,"C"
"7212",7212,449,1.11,1.39,-87.6,5,0,0,0,-3,0,44,34,626,-316,0,0,0,40,-3.48,1.56,-0.46,-289,261,16,-67,431,490,52.58222934,-54.69797965,-76.29480666,28,-0.4,0.59,0.98,-143,138,-190,-503,352,63,170,20.6,-125,30,-1.2,3.45,0.15,-65,-170,-235,-294,-499,68,"B"
"13301",13301,121,122,26.1,-5.09,19,-0.56,-0.03,-0.48,-29,68,-176,-1,588,-375,3.88,-0.53,-30.7,31,-1.86,0.26,0.25,237,13,191,422,202,486,-23.29469792,-1.648974043,133.7244834,6,0.82,-0.47,-0.05,-1,-14,59,412,-618,-148,138,39.5,126,36,0.29,-0.42,-0.15,-175,234,-194,-658,499,486,"D"
"9673",9673,102,122,24.7,-5.3,19,-0.42,-0.03,-0.43,-39,71,-167,17,576,-374,108,-29.5,47.5,32,1.03,-0.88,0.36,301,4,100,540,190,391,-22.6600671,15.03433318,129.7387292,10,0.61,0,-0.25,14,-21,90,537,-505,-58,134,0.08,96.4,38,0.5,-1.33,0,88,316,-178,-273,777,648,"C"
"15887",15887,826,121,25.3,-5.33,20,-0.48,-0.02,-0.51,-43,73,-172,4,588,-365,18.1,13.3,-22.8,38,2.06,-1.32,-0.23,372,0,61,719,141,134,-35.20274647,13.44946372,119.1833597,11,0.45,0.02,-0.34,14,-36,97,487,-557,-65,-149,42.9,-119,33,-0.34,1.98,0.33,-188,-106,-237,-365,-445,125,"D"
"13715",13715,282,11.1,-2.66,-79.6,2,0.21,-0.16,-0.46,5,8,-22,105,419,-580,75.5,12.5,123,31,0.88,0.05,-0.25,-237,153,-99,-436,277,509,5.653088706,-43.75878888,-112.9064176,4,0.13,-0.06,-0.23,-15,2,-32,-505,166,248,-172,4.97,110,38,-0.35,-1.38,0.34,-110,297,196,-698,1180,-552,"D"
"17292",17292,163,131,5.86,58,17,0.24,0.22,0.2,-21,58,-157,46,609,-295,-55.9,-19.2,-8.25,15,2.46,-1.22,1.21,72,-114,-61,723,-64,147,-98.49987026,-46.35443379,-33.12010858,5,0.06,-0.03,0,-22,-41,-16,-404,474,-35,-72,-15.4,167,54,-0.13,0.35,-0.38,-372,-379,-31,-229,-575,-77,"E"
"4101",4101,644,121,-43.4,173,18,0.1,0.11,-0.18,50,46,-158,163,612,-293,-22,40.2,-78.8,15,-2.94,0.06,0.61,-93,-93,67,456,26,508,52.27166888,-20.00567694,-100.3523249,21,0.08,-0.14,-0.3,-41,103,-174,-521,345,-28,0,0,0,41,1.12,0.92,0.62,-386,113,23,-569,-130,394,"A"
"17778",17778,397,1.03,2.9,-87.4,3,0.14,0,-0.02,-9,3,28,47,575,-421,125,-35.9,-47,37,2.57,-0.74,-0.11,150,30,-327,571,-197,-359,71.42247042,49.71347912,62.62136701,18,-0.16,-0.16,-0.2,83,114,102,-124,406,389,175,9.87,-15.6,36,-0.83,4.05,1.05,204,188,213,605,-535,89,"E"
"14380",14380,479,1.1,3.84,-87.5,5,0.11,0.03,0.02,-6,-2,47,45,634,-299,0,0,0,26,3.68,-1.65,1.13,45,94,-235,754,-19,0,52.7628016,-53.60944393,-77.1000167,28,0.37,0.19,-0.54,-140,138,-191,-530,245,149,-178,38.1,-149,39,-0.14,-2.25,-0.44,-174,-250,-233,-457,-292,260,"D"
"8231",8231,697,117,16.9,-3.96,18,0.06,0.11,-0.16,-21,63,-161,13,606,-326,-63.8,-36,16.3,26,-2.09,0,0.66,134,-133,-175,695,-87,-177,61.39000577,15.88006431,93.05783463,9,-0.16,0.26,0.02,14,51,71,-425,457,-52,12.8,31.3,-97.2,25,-0.72,2.57,0.03,-215,117,27,-505,719,592,"B"
